spec,target_reached,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ibias_ma,output_pm_deg,output_ugbw_mhz,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass
523,Yes,(227.0)261.05,(12.7)14.55,(75.0)75.0,(0.7)0.86,298.25484599999993,49.49175017502608,0.7743356725772023,78.072,16.53393391573144,0.42125,Yes,Yes,Yes,Yes,Yes
524,Yes,(297.0)341.55,(11.6)13.35,(75.0)75.0,(7.1)8.19,385.24790699999994,51.71480575866859,7.459314695384654,77.748,14.928439144006603,0.37238000000000016,Yes,Yes,Yes,Yes,Yes
525,Yes,(209.0)240.35,(7.6)8.69,(75.0)75.0,(4.1)4.71,267.59607600000004,48.549594813900626,3.6368098959961266,77.424,9.561647368778099,0.4735100000000002,Yes,Yes,Yes,Yes,Yes
526,Yes,(320.0)368.00,(19.1)21.99,(75.0)75.0,(7.8)9.00,404.35104,52.1351712892656,7.063225593913599,77.1,23.80163048922582,0.42463999999999985,Yes,Yes,Yes,Yes,Yes
527,Yes,(256.0)294.40,(3.7)4.29,(75.0)75.0,(5.3)6.08,319.18847999999997,50.08094417220073,4.848034269710124,80.776,4.569186078953071,0.42910333333333306,Yes,Yes,Yes,Yes,Yes
528,Yes,(251.0)288.65,(11.3)13.02,(75.0)75.0,(5.7)6.59,308.745813,49.7920215340459,5.330771311942236,80.452,16.489744579714962,0.6002333333333332,Yes,Yes,Yes,Yes,Yes
529,Yes,(317.0)364.55,(7.8)8.97,(75.0)75.0,(1.8)2.09,384.6148319999999,51.70052056068844,1.7186667842965135,80.128,11.201432375458703,0.5513633333333333,Yes,Yes,Yes,Yes,Yes
530,Yes,(289.0)332.35,(17.3)19.88,(75.0)75.0,(8.8)10.08,405.61988099999996,52.1623846660023,8.398772895218842,79.804,24.47319293900516,0.6824933333333333,Yes,Yes,Yes,Yes,Yes
531,Yes,(278.0)319.70,(12.7)14.58,(75.0)75.0,(2.1)2.40,385.519836,51.72093457088949,2.029311945744905,79.48,17.693537912767795,0.6336233333333334,Yes,Yes,Yes,Yes,Yes
532,Yes,(258.0)296.70,(17.0)19.56,(75.0)75.0,(0.7)0.77,353.45871,50.96677376200774,0.6612861563281942,79.156,23.390136281759798,0.5847533333333332,Yes,Yes,Yes,Yes,Yes
533,Yes,(257.0)295.55,(2.1)2.40,(75.0)75.0,(0.4)0.49,347.77959599999997,50.82608197285381,0.4274941638389376,78.832,2.830912993427812,0.5358833333333334,Yes,Yes,Yes,Yes,Yes
534,Yes,(206.0)236.90,(10.5)12.06,(75.0)75.0,(0.6)0.69,275.31096599999995,48.79647020523235,0.6090555045191388,78.508,13.988752889141528,0.4870133333333333,Yes,Yes,Yes,Yes,Yes
535,Yes,(368.0)423.20,(15.4)17.69,(75.0)75.0,(3.7)4.22,485.647392,53.72642121701949,3.7709869471610493,78.184,20.206727629309622,0.43814333333333344,Yes,Yes,Yes,Yes,Yes
536,Yes,(249.0)286.35,(1.2)1.36,(75.0)75.0,(2.1)2.38,324.42882299999997,50.222388619400505,2.158445844389651,77.86,1.5315622325060274,0.38927333333333336,Yes,Yes,Yes,Yes,Yes
537,Yes,(302.0)347.30,(8.2)9.47,(75.0)75.0,(3.7)4.31,388.42031999999995,51.786038834247364,3.9568824267561897,77.536,10.478020231401514,0.3404033333333334,Yes,Yes,Yes,Yes,Yes
538,Yes,(284.0)326.60,(6.1)6.98,(75.0)75.0,(4.7)5.40,360.507612,51.1382887827564,4.214799287571807,77.212,7.59932855684598,0.44153333333333356,Yes,Yes,Yes,Yes,Yes
539,Yes,(271.0)311.65,(4.3)4.94,(75.0)75.0,(4.0)4.63,339.461646,50.61581425442093,3.673288983073251,80.888,5.287762181421974,0.4459966666666669,Yes,Yes,Yes,Yes,Yes
540,Yes,(217.0)249.55,(7.1)8.20,(75.0)75.0,(9.2)10.62,268.181403,48.568573169453444,8.550350185105467,80.564,8.637718428539747,0.39712666666666674,Yes,Yes,Yes,Yes,Yes
541,Yes,(397.0)456.55,(8.9)10.21,(75.0)75.0,(6.8)7.87,483.979524,53.696539761734485,6.429535458005613,80.24,12.811405771001153,0.568256666666667,Yes,Yes,Yes,Yes,Yes
542,Yes,(271.0)311.65,(1.2)1.36,(75.0)75.0,(2.5)2.87,381.927075,51.63960893632228,2.379073603043052,79.916,1.6870581581495705,0.6993866666666666,Yes,Yes,Yes,Yes,Yes
543,Yes,(289.0)332.35,(18.9)21.77,(75.0)75.0,(4.9)5.68,402.449262,52.09422270662985,4.778162896669558,79.592,26.548187880000608,0.6505166666666665,Yes,Yes,Yes,Yes,Yes
544,Yes,(364.0)418.60,(5.2)6.00,(75.0)75.0,(4.5)5.19,500.7879239999999,53.99307695503004,4.432463660974017,79.268,7.209810355885088,0.6016466666666664,Yes,Yes,Yes,Yes,Yes
545,Yes,(330.0)379.50,(10.1)11.64,(75.0)75.0,(9.6)11.05,448.47792,53.03482132404768,9.564781486792427,78.944,13.78593811955074,0.5527766666666668,Yes,Yes,Yes,Yes,Yes
546,Yes,(302.0)347.30,(17.9)20.57,(75.0)75.0,(4.8)5.52,405.361614,52.1568524097207,4.843253363119618,78.62,23.989458541974624,0.5039066666666668,Yes,Yes,Yes,Yes,Yes
547,Yes,(373.0)428.95,(13.0)14.96,(75.0)75.0,(5.6)6.39,494.40777,53.88170574815273,5.687862833954819,78.296,17.175997860024385,0.4550366666666669,Yes,Yes,Yes,Yes,Yes
548,Yes,(337.0)387.55,(21.0)24.15,(75.0)75.0,(3.5)4.03,441.03965099999994,52.88955271617765,3.6389159678052017,77.972,27.30270916458429,0.40616666666666656,Yes,Yes,Yes,Yes,Yes
549,Yes,(284.0)326.60,(20.3)23.40,(75.0)75.0,(8.4)9.65,366.91550399999994,51.29132126479395,8.823090744602931,77.648,26.03843195356233,0.35729666666666654,Yes,Yes,Yes,Yes,Yes
550,Yes,(207.0)238.05,(2.7)3.14,(75.0)75.0,(2.7)3.06,263.964123,48.430898064521855,2.3753563311165897,77.324,3.4371389439634816,0.45842666666666676,Yes,Yes,Yes,Yes,Yes
551,Yes,(229.0)263.35,(21.7)24.93,(75.0)75.0,(8.3)9.57,288.178638,49.19323568899246,7.548980812796658,77.0,26.85616409577736,0.4095566666666668,Yes,Yes,Yes,Yes,Yes
552,Yes,(266.0)305.90,(2.0)2.32,(75.0)75.0,(1.0)1.14,330.28023,50.37765156714505,0.9159760849634495,80.676,2.454833632042483,0.4140200000000003,Yes,Yes,Yes,Yes,Yes
553,Yes,(245.0)281.75,(1.4)1.67,(75.0)75.0,(0.4)0.43,300.09756000000004,49.545249286514796,0.34746999078933904,80.352,2.1031231946042794,0.5851500000000003,Yes,Yes,Yes,Yes,Yes
554,Yes,(348.0)400.20,(23.1)26.57,(75.0)75.0,(0.6)0.68,420.426108,52.47379354808842,0.561160598549214,80.028,33.047529857902724,0.5362800000000001,Yes,Yes,Yes,Yes,Yes
555,Yes,(267.0)307.05,(21.7)24.94,(75.0)75.0,(8.6)9.84,373.3605179999999,51.442567808344734,8.233019395048846,79.704,30.57614606459701,0.6674099999999998,Yes,Yes,Yes,Yes,Yes
556,Yes,(209.0)240.35,(14.8)17.04,(75.0)75.0,(7.8)8.99,288.751683,49.210490484184646,7.637166482448282,79.38,20.584789388181083,0.6185399999999999,Yes,Yes,Yes,Yes,Yes
557,Yes,(227.0)261.05,(14.8)16.98,(75.0)75.0,(2.2)2.56,309.81413999999995,49.82202470383078,2.200763993332376,79.056,20.203615735381568,0.5696699999999999,Yes,Yes,Yes,Yes,Yes
558,Yes,(352.0)404.80,(18.0)20.73,(75.0)75.0,(2.3)2.64,474.51465599999995,53.52499261436549,2.3017441373265304,78.732,24.3047391044912,0.5207999999999998,Yes,Yes,Yes,Yes,Yes
559,Yes,(311.0)357.65,(11.0)12.68,(75.0)75.0,(2.3)2.68,414.029946,52.34063507904679,2.371682653877218,78.408,14.637158875244632,0.47192999999999996,Yes,Yes,Yes,Yes,Yes
560,Yes,(288.0)331.20,(3.8)4.33,(75.0)75.0,(2.1)2.47,378.58147199999996,51.563187110407625,2.21633805863917,78.084,4.920443431009819,0.42306,Yes,Yes,Yes,Yes,Yes
561,Yes,(386.0)443.90,(1.5)1.73,(75.0)75.0,(6.6)7.53,500.93227200000007,53.995580230517874,6.854946157865054,77.76,1.9307507217998803,0.37419000000000013,Yes,Yes,Yes,Yes,Yes
562,Yes,(280.0)322.00,(8.8)10.11,(75.0)75.0,(5.2)5.96,358.67580000000004,51.094041512833044,4.600717556056216,77.436,11.135480073788603,0.47532000000000024,Yes,Yes,Yes,Yes,Yes
563,Yes,(311.0)357.65,(20.2)23.27,(75.0)75.0,(8.7)9.96,393.171798,51.891647171389224,7.810198118320974,77.112,25.202728878183837,0.4264500000000003,Yes,Yes,Yes,Yes,Yes
564,Yes,(355.0)408.25,(15.8)18.21,(75.0)75.0,(9.7)11.13,442.84510499999993,52.9250369710977,8.860643011329833,80.788,19.401208092471716,0.43091333333333337,Yes,Yes,Yes,Yes,Yes
565,Yes,(330.0)379.50,(21.0)24.11,(75.0)75.0,(6.9)7.88,406.12571999999994,52.17320988585425,6.3728649205420655,80.464,30.5663166302036,0.6020433333333334,Yes,Yes,Yes,Yes,Yes
566,Yes,(229.0)263.35,(23.1)26.54,(75.0)75.0,(4.8)5.51,277.9869929999999,48.88048951544935,4.52418810868344,80.14,33.163187880242226,0.5531733333333331,Yes,Yes,Yes,Yes,Yes
567,Yes,(298.0)342.70,(3.1)3.58,(75.0)75.0,(1.4)1.62,418.43670000000003,52.43259536749499,1.3503795949471236,79.816,4.4132830366648035,0.6843033333333337,Yes,Yes,Yes,Yes,Yes
568,Yes,(347.0)399.05,(21.3)24.46,(75.0)75.0,(1.8)2.09,481.421901,53.65051686905423,1.76342160557159,79.492,29.69466568589487,0.6354333333333333,Yes,Yes,Yes,Yes,Yes
569,Yes,(248.0)285.20,(6.8)7.87,(75.0)75.0,(8.0)9.23,339.91276799999997,50.62734956219959,7.913933814133656,79.168,9.409539167720043,0.5865633333333337,Yes,Yes,Yes,Yes,Yes
570,Yes,(265.0)304.75,(15.1)17.40,(75.0)75.0,(2.3)2.66,358.769985,51.09632204897213,2.3146171404499682,78.844,20.50890778916235,0.5376933333333334,Yes,Yes,Yes,Yes,Yes
571,Yes,(211.0)242.65,(13.6)15.61,(75.0)75.0,(6.1)7.04,282.12430199999994,49.0088099520984,6.206285136869722,78.52,18.119488278391522,0.48882333333333317,Yes,Yes,Yes,Yes,Yes
572,Yes,(381.0)438.15,(10.5)12.07,(75.0)75.0,(9.4)10.85,503.04001500000004,54.032050659467856,9.6965532912139,78.196,13.797691126748674,0.43995333333333325,Yes,Yes,Yes,Yes,Yes
573,Yes,(311.0)357.65,(8.4)9.71,(75.0)75.0,(7.2)8.23,405.403428,52.15774833337511,7.453915326493017,77.872,10.927969416561627,0.39108333333333356,Yes,Yes,Yes,Yes,Yes
574,Yes,(200.0)230.00,(9.1)10.52,(75.0)75.0,(7.1)8.19,257.3562,48.210692707084426,7.5186629337133635,77.548,11.648371294897185,0.34221333333333315,Yes,Yes,Yes,Yes,Yes
575,Yes,(333.0)382.95,(9.0)10.34,(75.0)75.0,(2.8)3.25,422.91466199999996,52.525054838682294,2.5353067197790415,77.224,11.26712396881528,0.4433433333333334,Yes,Yes,Yes,Yes,Yes
576,Yes,(337.0)387.55,(5.0)5.79,(75.0)75.0,(9.0)10.31,422.34423899999996,52.51333149102798,8.167640362295659,80.9,6.204828255882831,0.44780666666666674,Yes,Yes,Yes,Yes,Yes
577,Yes,(375.0)431.25,(13.3)15.24,(75.0)75.0,(8.5)9.81,463.68,53.324367275821615,7.890921706853656,80.576,16.058300712595038,0.3989366666666669,Yes,Yes,Yes,Yes,Yes
578,Yes,(384.0)441.60,(3.7)4.30,(75.0)75.0,(4.6)5.34,468.369792,53.41177754052711,4.3606753813993215,80.252,5.396858115166564,0.5700666666666668,Yes,Yes,Yes,Yes,Yes
579,Yes,(389.0)447.35,(13.2)15.22,(75.0)75.0,(2.3)2.60,548.468994,54.783041622159146,2.153918298306032,79.928,18.84967249479317,0.7011966666666665,Yes,Yes,Yes,Yes,Yes
580,Yes,(388.0)446.20,(22.7)26.15,(75.0)75.0,(3.1)3.55,540.553452,54.656772902358966,2.988978303384464,79.604,31.91455318863311,0.6523266666666667,Yes,Yes,Yes,Yes,Yes
581,Yes,(371.0)426.65,(9.4)10.79,(75.0)75.0,(5.3)6.04,510.648852,54.162447197972526,5.153918365890698,79.28,12.977858975469745,0.6034566666666665,Yes,Yes,Yes,Yes,Yes
582,Yes,(250.0)287.50,(18.5)21.23,(75.0)75.0,(6.3)7.21,339.91125000000005,50.6273107722183,6.241484900941312,78.956,25.14476979137674,0.5545866666666668,Yes,Yes,Yes,Yes,Yes
583,Yes,(293.0)336.95,(20.7)23.75,(75.0)75.0,(5.9)6.77,393.463254,51.89808358624198,5.938444104710622,78.632,27.715453759581884,0.5057166666666668,Yes,Yes,Yes,Yes,Yes
584,Yes,(310.0)356.50,(20.6)23.65,(75.0)75.0,(0.2)0.20,411.09441000000004,52.27883142698819,0.17668119105375743,78.308,27.16812954114675,0.45684666666666673,Yes,Yes,Yes,Yes,Yes
585,Yes,(217.0)249.55,(6.7)7.67,(75.0)75.0,(10.0)11.49,284.12764799999997,49.07026992539906,10.361968071228448,77.984,8.677304664822934,0.40797666666666654,Yes,Yes,Yes,Yes,Yes
586,Yes,(370.0)425.50,(4.5)5.19,(75.0)75.0,(9.7)11.12,478.25348999999994,53.59316295850153,10.158915794688747,77.66,5.780409722181645,0.3591066666666665,Yes,Yes,Yes,Yes,Yes
587,Yes,(284.0)326.60,(5.7)6.59,(75.0)75.0,(8.4)9.67,362.33003999999994,51.182086838869324,7.503496185433097,77.336,7.224759563895709,0.4602366666666665,Yes,Yes,Yes,Yes,Yes
588,Yes,(359.0)412.85,(15.5)17.78,(75.0)75.0,(5.7)6.51,451.996437,53.102700227318884,5.12766515259558,77.012,19.157779189677253,0.41136666666666677,Yes,Yes,Yes,Yes,Yes
589,Yes,(280.0)322.00,(19.2)22.13,(75.0)75.0,(6.0)6.88,347.83728,50.82752252691832,5.501111582551034,80.688,23.45764549230416,0.4158299999999999,Yes,Yes,Yes,Yes,Yes
590,Yes,(369.0)424.35,(16.7)19.24,(75.0)75.0,(2.9)3.33,452.21282099999996,53.106857423372105,2.7076203010631787,80.364,24.28500481107553,0.5869600000000001,Yes,Yes,Yes,Yes,Yes
591,Yes,(231.0)265.65,(5.3)6.04,(75.0)75.0,(6.9)7.91,279.219402,48.91891185271716,6.518962056226987,80.04,7.51437625034707,0.5380900000000004,Yes,Yes,Yes,Yes,Yes
592,Yes,(384.0)441.60,(19.5)22.48,(75.0)75.0,(4.9)5.60,537.2064,54.60282355975959,4.6846185820539015,79.716,27.571115971919063,0.66922,Yes,Yes,Yes,Yes,Yes
593,Yes,(276.0)317.40,(12.9)14.79,(75.0)75.0,(3.4)3.94,381.489408,51.62964968665618,3.347121502836471,79.392,17.872625238231844,0.62035,Yes,Yes,Yes,Yes,Yes
594,Yes,(329.0)378.35,(19.1)21.97,(75.0)75.0,(2.8)3.26,449.23008899999996,53.04937674382012,2.8089116343703378,79.068,26.165096848233457,0.57148,Yes,Yes,Yes,Yes,Yes
595,Yes,(279.0)320.85,(19.2)22.12,(75.0)75.0,(3.3)3.82,376.28004599999997,51.51022376890258,3.332157315177643,78.744,25.94937829093435,0.5226100000000002,Yes,Yes,Yes,Yes,Yes
596,Yes,(370.0)425.50,(11.8)13.54,(75.0)75.0,(2.8)3.27,492.80558999999994,53.85351250960404,2.8922448812463504,78.42,15.640618148103508,0.47374000000000005,Yes,Yes,Yes,Yes,Yes
597,Yes,(304.0)349.60,(23.2)26.66,(75.0)75.0,(6.6)7.58,399.80255999999997,52.03691141296633,6.806329492535442,78.096,30.317682876812743,0.4248700000000001,Yes,Yes,Yes,Yes,Yes
598,Yes,(283.0)325.45,(14.5)16.73,(75.0)75.0,(9.5)10.96,367.43955900000003,51.30371822342152,9.964171025164275,77.772,18.72953962140081,0.3760000000000003,Yes,Yes,Yes,Yes,Yes
599,Yes,(303.0)348.45,(16.2)18.68,(75.0)75.0,(6.5)7.53,388.326618,51.78394320903149,5.812025935127143,77.448,20.58442016380994,0.47713000000000005,Yes,Yes,Yes,Yes,Yes
600,Yes,(378.0)434.70,(16.0)18.39,(75.0)75.0,(2.0)2.26,478.109142,53.59054095976372,1.770980051630329,77.124,19.929085989920875,0.4282600000000001,Yes,Yes,Yes,Yes,Yes
601,Yes,(275.0)316.25,(21.7)25.00,(75.0)75.0,(5.2)6.00,343.2198,50.71144667809642,4.779192208198577,80.8,26.65492604536471,0.43272333333333335,Yes,Yes,Yes,Yes,Yes
602,Yes,(341.0)392.15,(16.1)18.46,(75.0)75.0,(2.5)2.85,419.875005,52.462400440428645,2.303763120646122,80.476,23.41323283389324,0.6038533333333334,Yes,Yes,Yes,Yes,Yes
603,Yes,(232.0)266.80,(4.6)5.32,(75.0)75.0,(0.7)0.76,281.7728159999999,48.99798184568234,0.6245216726798368,80.152,6.647763246258101,0.5549833333333333,Yes,Yes,Yes,Yes,Yes
604,Yes,(249.0)286.35,(2.6)3.03,(75.0)75.0,(8.6)9.88,349.78797899999995,50.876097604072484,8.220395645243181,79.828,3.740572125323583,0.6861133333333334,Yes,Yes,Yes,Yes,Yes
605,Yes,(307.0)353.05,(11.6)13.35,(75.0)75.0,(8.1)9.34,426.11722799999995,52.59058186326662,7.885715265202903,79.504,16.223317125322364,0.6372433333333336,Yes,Yes,Yes,Yes,Yes
606,Yes,(370.0)425.50,(8.3)9.51,(75.0)75.0,(4.1)4.72,507.35768999999993,54.106284946887286,4.03990642139688,79.18,11.380508966014203,0.5883733333333334,Yes,Yes,Yes,Yes,Yes
607,Yes,(297.0)341.55,(7.6)8.73,(75.0)75.0,(3.3)3.75,402.2775899999999,52.09051679308948,3.2612142512885884,78.856,10.29506334851778,0.5395033333333332,Yes,Yes,Yes,Yes,Yes
608,Yes,(373.0)428.95,(2.3)2.70,(75.0)75.0,(1.5)1.71,498.96321900000004,53.96137065699377,1.504833857980549,78.532,3.13597106342551,0.4906333333333335,Yes,Yes,Yes,Yes,Yes
609,Yes,(391.0)449.65,(13.2)15.15,(75.0)75.0,(0.4)0.40,516.485976,54.26117067477006,0.36155449894222574,78.208,17.32688150187657,0.4417633333333334,Yes,Yes,Yes,Yes,Yes
610,Yes,(244.0)280.60,(8.4)9.72,(75.0)75.0,(5.0)5.78,318.21723599999996,50.05447398370737,5.230451911405444,77.884,10.938521495866135,0.3928933333333333,Yes,Yes,Yes,Yes,Yes
611,Yes,(357.0)410.55,(11.8)13.62,(75.0)75.0,(3.0)3.48,459.602514,53.24764791178454,3.193146879646454,77.56,15.092180287888484,0.3440233333333335,Yes,Yes,Yes,Yes,Yes
612,Yes,(345.0)396.75,(2.4)2.72,(75.0)75.0,(9.1)10.44,438.36907499999995,52.83679818002923,8.139170673403951,77.236,2.9650890959047436,0.4451533333333335,Yes,Yes,Yes,Yes,Yes
613,Yes,(277.0)318.55,(21.0)24.10,(75.0)75.0,(4.1)4.72,347.32143599999995,50.81463175888585,3.7381355253448234,80.912,25.845677642290564,0.4496166666666668,Yes,Yes,Yes,Yes,Yes
614,Yes,(303.0)348.45,(2.8)3.27,(75.0)75.0,(7.4)8.50,374.841603,51.476955729193605,6.835316438177405,80.588,3.4455426267892295,0.4007466666666666,Yes,Yes,Yes,Yes,Yes
615,Yes,(340.0)391.00,(21.7)25.00,(75.0)75.0,(5.9)6.75,414.91355999999996,52.35915256917249,5.510561115455077,80.264,31.418647890581838,0.5718766666666665,Yes,Yes,Yes,Yes,Yes
616,Yes,(200.0)230.00,(21.5)24.76,(75.0)75.0,(9.9)11.44,282.11339999999996,49.00847430076383,9.4748326219698,79.94,30.666862784368522,0.7030066666666666,Yes,Yes,Yes,Yes,Yes
617,Yes,(277.0)318.55,(15.8)18.12,(75.0)75.0,(8.2)9.41,386.08259999999996,51.73360458496656,7.903766856629019,79.616,22.128599232358248,0.6541366666666666,Yes,Yes,Yes,Yes,Yes
618,Yes,(273.0)313.95,(13.2)15.15,(75.0)75.0,(3.5)4.02,375.93000900000004,51.50213990203456,3.428718223236103,79.292,18.22133873398685,0.6052666666666667,Yes,Yes,Yes,Yes,Yes
619,Yes,(253.0)290.95,(12.1)13.92,(75.0)75.0,(7.2)8.24,344.14729800000003,50.73488728263033,7.121870746069412,78.968,16.500373769411283,0.5563966666666667,Yes,Yes,Yes,Yes,Yes
620,Yes,(310.0)356.50,(14.3)16.45,(75.0)75.0,(6.9)7.93,416.48469,52.39198082694611,6.9519119483947485,78.644,19.204032450997193,0.507526666666667,Yes,Yes,Yes,Yes,Yes
621,Yes,(348.0)400.20,(20.0)23.00,(75.0)75.0,(6.4)7.38,461.702736,53.2872489628089,6.562406886241604,78.32,26.446975466992946,0.45865666666666677,Yes,Yes,Yes,Yes,Yes
622,Yes,(355.0)408.25,(22.5)25.88,(75.0)75.0,(4.8)5.53,465.03757499999995,53.349760905363304,4.984205114379139,77.996,29.2877167698476,0.4097866666666666,Yes,Yes,Yes,Yes,Yes
623,Yes,(367.0)422.05,(11.8)13.56,(75.0)75.0,(9.4)10.82,474.6036659999999,53.5266217706488,9.885478883831473,77.672,15.10906359893664,0.36091666666666666,Yes,Yes,Yes,Yes,Yes
624,Yes,(282.0)324.30,(20.4)23.50,(75.0)75.0,(3.6)4.20,359.95354199999997,51.12492902895475,3.2539582250897396,77.348,25.761707767862237,0.4620466666666666,Yes,Yes,Yes,Yes,Yes
625,Yes,(319.0)366.85,(16.6)19.14,(75.0)75.0,(3.1)3.53,401.832816,52.08090801737151,2.7821921578074567,77.024,20.640962891893516,0.41317666666666664,Yes,Yes,Yes,Yes,Yes
626,Yes,(313.0)359.95,(8.7)10.02,(75.0)75.0,(1.8)2.05,389.026761,51.799589546045226,1.6396234468213724,80.7,10.63120049247689,0.4176399999999998,Yes,Yes,Yes,Yes,Yes
627,Yes,(313.0)359.95,(12.4)14.28,(75.0)75.0,(6.6)7.60,383.77869,51.68161712178011,6.171637574761059,80.376,18.02859504535735,0.5887699999999999,Yes,Yes,Yes,Yes,Yes
628,Yes,(372.0)427.80,(4.6)5.31,(75.0)75.0,(5.6)6.47,449.88303599999995,53.06199234561887,5.33181888413965,80.052,6.615213216158188,0.5398999999999999,Yes,Yes,Yes,Yes,Yes
629,Yes,(254.0)292.10,(2.5)2.86,(75.0)75.0,(3.0)3.46,355.497384,51.01672818466058,2.892854445077582,79.728,3.5067010000760757,0.6710300000000003,Yes,Yes,Yes,Yes,Yes
630,Yes,(330.0)379.50,(3.5)4.01,(75.0)75.0,(4.8)5.47,456.33356999999995,53.18564837301996,4.644306972532135,79.404,4.845163904016882,0.6221600000000002,Yes,Yes,Yes,Yes,Yes
631,Yes,(321.0)369.15,(22.6)25.97,(75.0)75.0,(7.4)8.55,438.505902,52.839508861169236,7.357158621951177,79.08,30.9373319493445,0.5732899999999997,Yes,Yes,Yes,Yes,Yes
632,Yes,(388.0)446.20,(9.2)10.63,(75.0)75.0,(7.3)8.37,523.52646,54.37877273239224,7.3047526308492365,78.756,12.474481790081155,0.5244200000000001,Yes,Yes,Yes,Yes,Yes
633,Yes,(243.0)279.45,(18.1)20.87,(75.0)75.0,(5.6)6.48,323.804304,50.205652341776826,5.7328043393894665,78.432,24.116310465869137,0.47555000000000025,Yes,Yes,Yes,Yes,Yes
634,Yes,(368.0)423.20,(13.1)15.08,(75.0)75.0,(9.1)10.51,484.20004800000004,53.700496563168976,9.42214341023162,78.108,17.155978678343274,0.42668000000000017,Yes,Yes,Yes,Yes,Yes
635,Yes,(221.0)254.15,(5.1)5.91,(75.0)75.0,(9.5)10.90,287.077674,49.159988375487494,9.904756705443072,77.784,6.623205342992928,0.37781000000000026,Yes,Yes,Yes,Yes,Yes
636,Yes,(272.0)312.80,(6.9)7.99,(75.0)75.0,(9.0)10.36,348.765744,50.85067643333147,7.987199120140275,77.46,8.805350483624206,0.4789399999999999,Yes,Yes,Yes,Yes,Yes
637,Yes,(331.0)380.65,(11.5)13.23,(75.0)75.0,(6.6)7.57,418.86726,52.441528316939525,5.926621195958438,77.136,14.35077250341366,0.43007000000000006,Yes,Yes,Yes,Yes,Yes
638,Yes,(369.0)424.35,(11.5)13.28,(75.0)75.0,(2.3)2.65,460.76771699999995,53.26964086577253,2.1043808798309165,80.812,14.163952378369135,0.4345333333333332,Yes,Yes,Yes,Yes,Yes
639,Yes,(362.0)416.30,(13.5)15.58,(75.0)75.0,(2.3)2.66,445.9572119999999,52.985863834165265,2.1464012959055645,80.488,19.766728501777244,0.6056633333333333,Yes,Yes,Yes,Yes,Yes
640,Yes,(358.0)411.70,(4.8)5.53,(75.0)75.0,(8.7)10.04,435.02692199999996,52.77032268917309,8.227722638625314,80.164,6.920218082330691,0.5567933333333331,Yes,Yes,Yes,Yes,Yes
641,Yes,(285.0)327.75,(9.9)11.44,(75.0)75.0,(4.3)4.90,400.53672,52.05284674110692,4.078285613058911,79.84,14.109375818317401,0.6879233333333332,Yes,Yes,Yes,Yes,Yes
642,Yes,(223.0)256.45,(7.8)8.96,(75.0)75.0,(8.9)10.21,309.663375,49.81779685650644,8.619707629773218,79.516,10.887744724874581,0.6390533333333334,Yes,Yes,Yes,Yes,Yes
643,Yes,(392.0)450.80,(10.8)12.43,(75.0)75.0,(3.8)4.35,537.768336,54.6119045443833,3.7217800713349583,79.19200000000001,14.888854192664867,0.5901833333333335,Yes,Yes,Yes,Yes,Yes
644,Yes,(260.0)299.00,(9.1)10.49,(75.0)75.0,(5.9)6.78,352.32365999999996,50.938836176847445,5.889247701705734,78.868,12.374843451680787,0.5413133333333331,Yes,Yes,Yes,Yes,Yes
645,Yes,(372.0)427.80,(15.3)17.65,(75.0)75.0,(4.7)5.39,497.856528,53.9420841212528,4.750492184801083,78.544,20.510864036661296,0.49244333333333373,Yes,Yes,Yes,Yes,Yes
646,Yes,(279.0)320.85,(19.9)22.93,(75.0)75.0,(1.3)1.46,368.714403,51.333802053519115,1.2997194681107984,78.22,26.238636054093554,0.4435733333333334,Yes,Yes,Yes,Yes,Yes
647,Yes,(257.0)295.55,(16.5)19.02,(75.0)75.0,(0.6)0.73,335.33102999999994,50.509474858271794,0.6570225571363933,77.896,21.418062275219135,0.3947033333333333,Yes,Yes,Yes,Yes,Yes
648,Yes,(250.0)287.50,(2.6)2.97,(75.0)75.0,(6.4)7.34,322.00575,50.157272537703875,6.728585551580715,77.572,3.291381200289806,0.3458333333333332,Yes,Yes,Yes,Yes,Yes
649,Yes,(237.0)272.55,(3.3)3.76,(75.0)75.0,(5.8)6.72,301.28767199999993,49.57962723407068,5.237340911908353,77.248,4.0992477799500895,0.4469633333333334,Yes,Yes,Yes,Yes,Yes
650,Yes,(206.0)236.90,(17.3)19.87,(75.0)75.0,(6.2)7.18,258.42473399999994,48.246681558414856,5.682446927249408,80.924,21.321633829179923,0.4514266666666664,Yes,Yes,Yes,Yes,Yes
651,Yes,(211.0)242.65,(7.8)8.99,(75.0)75.0,(4.8)5.49,261.159342,48.33811131427655,4.411921580095073,80.6,9.487581132771657,0.40255666666666656,Yes,Yes,Yes,Yes,Yes
652,Yes,(262.0)301.30,(18.4)21.13,(75.0)75.0,(2.0)2.33,319.89020999999997,50.10001898061069,1.9002511227565237,80.276,26.559256451462144,0.5736866666666667,Yes,Yes,Yes,Yes,Yes
653,Yes,(321.0)369.15,(16.8)19.27,(75.0)75.0,(1.3)1.48,452.99134799999996,53.12179814393254,1.224328704249216,79.952,23.885072015416934,0.7048166666666665,Yes,Yes,Yes,Yes,Yes
