spec,solution,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_gain_db,output_ugbw_mhz,output_pm_deg,output_ibias_ma,fom,gain_pass,ugbw_pass,pm_pass,ibias_pass,complete_pass,target_reached,scalarized_value,preference,scalarization
12,10.0,389.0,4.030707831001814,75.0,0.8823134635531639,541.460809,54.671341,5.835384,71.6535,0.776489,0.914982,Yes,Yes,No,Yes,No,No,0.053259,"[0.0, 0.0, 0.5, 0.5]",cosine
13,1.0,339.0,21.843068734310656,75.0,9.217156101850083,521.066688,54.337866,30.987602,86.5288,7.90655,1.251626,Yes,Yes,Yes,Yes,Yes,Yes,0.53707,"[1.0, 0.0, 0.0, 0.0]",cosine
13,2.0,339.0,21.843068734310656,75.0,9.217156101850083,498.30627,53.949927,29.227753,84.8304,7.501492,1.125219,Yes,Yes,Yes,Yes,Yes,Yes,0.338079,"[0.0, 1.0, 0.0, 0.0]",cosine
13,3.0,339.0,21.843068734310656,75.0,9.217156101850083,475.545852,53.543848,35.757348,83.132,9.004385,1.171312,Yes,Yes,Yes,Yes,Yes,Yes,0.108427,"[0.0, 0.0, 1.0, 0.0]",cosine
13,4.0,339.0,21.843068734310656,75.0,9.217156101850083,452.785435,53.117849,33.997499,81.4336,8.599327,1.044905,Yes,Yes,Yes,Yes,Yes,Yes,0.06703,"[0.0, 0.0, 0.0, 1.0]",cosine
13,5.0,339.0,21.843068734310656,75.0,9.217156101850083,537.233767,54.603266,32.23765,87.7352,8.194269,1.341415,Yes,Yes,Yes,Yes,Yes,Yes,0.749983,"[0.5, 0.5, 0.0, 0.0]",cosine
13,6.0,339.0,21.843068734310656,75.0,9.217156101850083,514.473349,54.227258,30.477801,86.0368,7.789211,1.215008,Yes,Yes,Yes,Yes,Yes,Yes,0.470069,"[0.5, 0.0, 0.5, 0.0]",cosine
13,7.0,339.0,21.843068734310656,75.0,9.217156101850083,491.712932,53.834233,37.007396,84.3384,7.384153,1.468101,Yes,Yes,Yes,Yes,Yes,Yes,0.459159,"[0.5, 0.0, 0.0, 0.5]",cosine
13,8.0,339.0,21.843068734310656,75.0,9.217156101850083,468.952514,53.422577,35.247547,82.64,8.887046,1.134694,Yes,Yes,Yes,Yes,Yes,Yes,0.505962,"[0.0, 0.5, 0.5, 0.0]",cosine
13,9.0,339.0,21.843068734310656,75.0,9.217156101850083,553.400847,54.860796,33.487698,80.9416,8.481988,1.324537,Yes,Yes,Yes,Yes,Yes,Yes,0.433361,"[0.0, 0.5, 0.0, 0.5]",cosine
13,10.0,339.0,21.843068734310656,75.0,9.217156101850083,530.640429,54.496007,31.727849,87.2432,8.07693,1.304797,Yes,Yes,Yes,Yes,Yes,Yes,0.202904,"[0.0, 0.0, 0.5, 0.5]",cosine
14,1.0,222.0,12.781088668570693,75.0,9.745702505110163,326.619332,50.280838,17.122479,84.864,7.940129,1.12772,Yes,Yes,Yes,Yes,Yes,Yes,0.471258,"[1.0, 0.0, 0.0, 0.0]",cosine
14,2.0,222.0,12.781088668570693,75.0,9.745702505110163,311.714279,49.875134,20.943157,83.1656,9.529204,1.173813,Yes,Yes,Yes,Yes,Yes,Yes,0.638605,"[0.0, 1.0, 0.0, 0.0]",cosine
14,3.0,222.0,12.781088668570693,75.0,9.745702505110163,296.809227,49.449548,19.913412,81.4672,9.100918,1.047406,Yes,Yes,Yes,Yes,Yes,Yes,0.086229,"[0.0, 0.0, 1.0, 0.0]",cosine
14,4.0,222.0,12.781088668570693,75.0,9.745702505110163,352.111675,50.933608,18.883667,87.7688,8.672632,1.343916,Yes,Yes,Yes,Yes,Yes,Yes,0.110107,"[0.0, 0.0, 0.0, 1.0]",cosine
14,5.0,222.0,12.781088668570693,75.0,9.745702505110163,337.206622,50.557922,17.853923,86.0704,8.244347,1.217509,Yes,Yes,Yes,Yes,Yes,Yes,0.647604,"[0.5, 0.5, 0.0, 0.0]",cosine
14,6.0,222.0,12.781088668570693,75.0,9.745702505110163,322.30157,50.165248,21.674601,84.372,7.816061,1.470602,Yes,Yes,Yes,Yes,Yes,Yes,0.407837,"[0.5, 0.0, 0.5, 0.0]",cosine
14,7.0,222.0,12.781088668570693,75.0,9.745702505110163,307.396518,49.753979,20.644856,82.6736,9.405136,1.137195,Yes,Yes,Yes,Yes,Yes,Yes,0.296712,"[0.5, 0.0, 0.0, 0.5]",cosine
14,8.0,222.0,12.781088668570693,75.0,9.745702505110163,362.698966,51.190926,19.615111,80.9752,8.97685,1.327038,Yes,Yes,Yes,Yes,Yes,Yes,0.434423,"[0.0, 0.5, 0.5, 0.0]",cosine
14,9.0,222.0,12.781088668570693,75.0,9.745702505110163,347.793913,50.82644,18.585366,87.2768,8.548565,1.307298,Yes,Yes,Yes,Yes,Yes,Yes,0.407978,"[0.0, 0.5, 0.0, 0.5]",cosine
14,10.0,222.0,12.781088668570693,75.0,9.745702505110163,332.888861,50.445985,17.555622,85.5784,8.120279,1.180891,Yes,Yes,Yes,Yes,Yes,Yes,0.217668,"[0.0, 0.0, 0.5, 0.5]",cosine
15,1.0,351.0,21.94527363996483,75.0,1.6382335991431975,493.311765,53.862429,35.994616,83.1992,1.603265,1.176314,Yes,Yes,Yes,Yes,Yes,Yes,0.405447,"[1.0, 0.0, 0.0, 0.0]",cosine
15,2.0,351.0,21.94527363996483,75.0,1.6382335991431975,469.745669,53.437256,34.226532,81.5008,1.531271,1.049907,Yes,Yes,Yes,Yes,Yes,Yes,0.559631,"[0.0, 1.0, 0.0, 0.0]",cosine
15,3.0,351.0,21.94527363996483,75.0,1.6382335991431975,557.183323,54.919962,32.458449,87.8024,1.459277,1.346416,Yes,Yes,Yes,Yes,Yes,Yes,0.170699,"[0.0, 0.0, 1.0, 0.0]",cosine
15,4.0,351.0,21.94527363996483,75.0,1.6382335991431975,533.617227,54.544597,30.690365,86.104,1.387283,1.220009,Yes,Yes,Yes,Yes,Yes,Yes,0.153184,"[0.0, 0.0, 0.0, 1.0]",cosine
15,5.0,351.0,21.94527363996483,75.0,1.6382335991431975,510.051131,54.152274,37.250513,84.4056,1.315289,1.473102,Yes,Yes,Yes,Yes,Yes,Yes,0.813572,"[0.5, 0.5, 0.0, 0.0]",cosine
15,6.0,351.0,21.94527363996483,75.0,1.6382335991431975,486.485035,53.74139,35.48243,82.7072,1.582409,1.139696,Yes,Yes,Yes,Yes,Yes,Yes,0.345605,"[0.5, 0.0, 0.5, 0.0]",cosine
15,7.0,351.0,21.94527363996483,75.0,1.6382335991431975,573.922689,55.177068,33.714346,81.0088,1.510415,1.329539,Yes,Yes,Yes,Yes,Yes,Yes,0.504259,"[0.5, 0.0, 0.0, 0.5]",cosine
15,8.0,351.0,21.94527363996483,75.0,1.6382335991431975,550.356593,54.812883,31.946263,87.3104,1.438421,1.309799,Yes,Yes,Yes,Yes,Yes,Yes,0.438309,"[0.0, 0.5, 0.5, 0.0]",cosine
15,9.0,351.0,21.94527363996483,75.0,1.6382335991431975,526.790496,54.432759,30.178179,85.612,1.366427,1.183392,Yes,Yes,Yes,Yes,Yes,Yes,0.382595,"[0.0, 0.5, 0.0, 0.5]",cosine
15,10.0,351.0,21.94527363996483,75.0,1.6382335991431975,503.2244,54.035234,36.738327,83.9136,1.294433,1.436485,Yes,Yes,Yes,Yes,Yes,Yes,0.232432,"[0.0, 0.0, 0.5, 0.5]",cosine
16,1.0,308.0,14.777541271031971,75.0,3.334827933223857,412.60758,52.310744,23.071068,81.5344,3.119991,1.052408,Yes,Yes,Yes,Yes,Yes,Yes,0.339635,"[1.0, 0.0, 0.0, 0.0]",cosine
16,2.0,308.0,14.777541271031971,75.0,3.334827933223857,489.333498,53.792099,21.880473,87.836,2.973439,1.348917,Yes,Yes,Yes,Yes,Yes,Yes,0.480657,"[0.0, 1.0, 0.0, 0.0]",cosine
16,3.0,308.0,14.777541271031971,75.0,3.334827933223857,468.654417,53.417054,20.689878,86.1376,2.826886,1.22251,Yes,Yes,Yes,Yes,Yes,Yes,0.148501,"[0.0, 0.0, 1.0, 0.0]",cosine
16,4.0,308.0,14.777541271031971,75.0,3.334827933223857,447.975336,53.025082,25.10736,84.4392,2.680333,1.475603,Yes,Yes,Yes,Yes,Yes,Yes,0.19626,"[0.0, 0.0, 0.0, 1.0]",cosine
16,5.0,308.0,14.777541271031971,75.0,3.334827933223857,427.296254,52.614582,23.916766,82.7408,3.22409,1.142196,Yes,Yes,Yes,Yes,Yes,Yes,0.711193,"[0.5, 0.5, 0.0, 0.0]",cosine
16,6.0,308.0,14.777541271031971,75.0,3.334827933223857,504.022173,54.048993,22.726171,81.0424,3.077537,1.332039,Yes,Yes,Yes,Yes,Yes,Yes,0.506996,"[0.5, 0.0, 0.5, 0.0]",cosine
16,7.0,308.0,14.777541271031971,75.0,3.334827933223857,483.343091,53.68511,21.535576,87.344,2.930985,1.312299,Yes,Yes,Yes,Yes,Yes,Yes,0.488183,"[0.5, 0.0, 0.0, 0.5]",cosine
16,8.0,308.0,14.777541271031971,75.0,3.334827933223857,462.66401,53.305314,20.344981,85.6456,2.784432,1.185892,Yes,Yes,Yes,Yes,Yes,Yes,0.36677,"[0.0, 0.5, 0.5, 0.0]",cosine
16,9.0,308.0,14.777541271031971,75.0,3.334827933223857,441.984928,52.908149,24.762464,83.9472,2.637879,1.438985,Yes,Yes,Yes,Yes,Yes,Yes,0.625559,"[0.0, 0.5, 0.0, 0.5]",cosine
16,10.0,308.0,14.777541271031971,75.0,3.334827933223857,421.305847,52.49195,23.571869,82.2488,3.181636,1.105578,Yes,Yes,Yes,Yes,Yes,Yes,0.100825,"[0.0, 0.0, 0.5, 0.5]",cosine
17,1.0,208.0,12.265526678332243,75.0,5.9057279138230765,330.735262,50.38961,18.18059,87.8696,5.270869,1.351418,Yes,Yes,Yes,Yes,Yes,Yes,0.590073,"[1.0, 0.0, 0.0, 0.0]",cosine
17,2.0,208.0,12.265526678332243,75.0,5.9057279138230765,316.770168,50.014885,17.192383,86.1712,5.011336,1.225011,Yes,Yes,Yes,Yes,Yes,Yes,0.401683,"[0.0, 1.0, 0.0, 0.0]",cosine
17,3.0,208.0,12.265526678332243,75.0,5.9057279138230765,302.805074,49.623263,20.858944,84.4728,4.751802,1.478104,Yes,Yes,Yes,Yes,Yes,Yes,0.126304,"[0.0, 0.0, 1.0, 0.0]",cosine
17,4.0,208.0,12.265526678332243,75.0,5.9057279138230765,288.83998,49.213146,19.870736,82.7744,5.714754,1.144697,Yes,Yes,Yes,Yes,Yes,Yes,0.032337,"[0.0, 0.0, 0.0, 1.0]",cosine
17,5.0,208.0,12.265526678332243,75.0,5.9057279138230765,340.654886,50.646292,18.882529,81.076,5.45522,1.33454,Yes,Yes,Yes,Yes,Yes,Yes,0.832437,"[0.5, 0.5, 0.0, 0.0]",cosine
17,6.0,208.0,12.265526678332243,75.0,5.9057279138230765,326.689792,50.282711,17.894322,87.3776,5.195686,1.3148,Yes,Yes,Yes,Yes,Yes,Yes,0.520189,"[0.5, 0.0, 0.5, 0.0]",cosine
17,7.0,208.0,12.265526678332243,75.0,5.9057279138230765,312.724698,49.903244,16.906115,85.6792,4.936153,1.188393,Yes,Yes,Yes,Yes,Yes,Yes,0.472107,"[0.5, 0.0, 0.0, 0.5]",cosine
17,8.0,208.0,12.265526678332243,75.0,5.9057279138230765,298.759604,49.506438,20.572675,83.9808,4.676619,1.441486,Yes,Yes,Yes,Yes,Yes,Yes,0.563578,"[0.0, 0.5, 0.5, 0.0]",cosine
17,9.0,208.0,12.265526678332243,75.0,5.9057279138230765,284.79451,49.090632,19.584468,82.2824,5.639571,1.108079,Yes,Yes,Yes,Yes,Yes,Yes,0.453804,"[0.0, 0.5, 0.0, 0.5]",cosine
17,10.0,208.0,12.265526678332243,75.0,5.9057279138230765,336.609416,50.542525,18.596261,80.584,5.380037,1.297922,Yes,Yes,Yes,Yes,Yes,Yes,0.115589,"[0.0, 0.0, 0.5, 0.5]",cosine
18,1.0,207.0,11.571251155264246,75.0,7.655918898148926,315.522182,49.980598,16.237672,86.2048,6.503125,1.227512,Yes,Yes,Yes,Yes,Yes,Yes,0.524262,"[1.0, 0.0, 0.0, 0.0]",cosine
18,2.0,207.0,11.571251155264246,75.0,7.655918898148926,301.624228,49.589324,19.696691,84.5064,6.166677,1.480605,Yes,Yes,Yes,Yes,Yes,Yes,0.702209,"[0.0, 1.0, 0.0, 0.0]",cosine
18,3.0,207.0,11.571251155264246,75.0,7.655918898148926,287.726274,49.17959,18.764421,82.808,7.415005,1.147198,Yes,Yes,Yes,Yes,Yes,Yes,0.104107,"[0.0, 0.0, 1.0, 0.0]",cosine
18,4.0,207.0,11.571251155264246,75.0,7.655918898148926,339.29207,50.611474,17.83215,81.1096,7.078557,1.337041,Yes,Yes,Yes,Yes,Yes,Yes,0.075414,"[0.0, 0.0, 0.0, 1.0]",cosine
18,5.0,207.0,11.571251155264246,75.0,7.655918898148926,325.394116,50.248194,16.899879,87.4112,6.742109,1.317301,Yes,Yes,Yes,Yes,Yes,Yes,0.730058,"[0.5, 0.5, 0.0, 0.0]",cosine
18,6.0,207.0,11.571251155264246,75.0,7.655918898148926,311.496162,49.869054,15.967608,85.7128,6.405661,1.190894,Yes,Yes,Yes,Yes,Yes,Yes,0.457958,"[0.5, 0.0, 0.5, 0.0]",cosine
18,7.0,207.0,11.571251155264246,75.0,7.655918898148926,297.598208,49.472606,19.426627,84.0144,6.069214,1.443987,Yes,Yes,Yes,Yes,Yes,Yes,0.456031,"[0.5, 0.0, 0.0, 0.5]",cosine
18,8.0,207.0,11.571251155264246,75.0,7.655918898148926,283.700253,49.057194,18.494356,82.316,7.317541,1.11058,Yes,Yes,Yes,Yes,Yes,Yes,0.49204,"[0.0, 0.5, 0.5, 0.0]",cosine
18,9.0,207.0,11.571251155264246,75.0,7.655918898148926,335.266049,50.507792,17.562085,80.6176,6.981093,1.300423,Yes,Yes,Yes,Yes,Yes,Yes,0.428421,"[0.0, 0.5, 0.0, 0.5]",cosine
18,10.0,207.0,11.571251155264246,75.0,7.655918898148926,321.368095,50.140055,16.629815,86.9192,6.644646,1.280682,Yes,Yes,Yes,Yes,Yes,Yes,0.205777,"[0.0, 0.0, 0.5, 0.5]",cosine
19,1.0,223.0,5.424728089361961,75.0,6.533411376494552,325.234378,50.243929,9.242669,84.54,5.268202,1.483105,Yes,Yes,Yes,Yes,Yes,Yes,0.45845,"[1.0, 0.0, 0.0, 0.0]",cosine
19,2.0,223.0,5.424728089361961,75.0,6.533411376494552,310.262186,49.834577,8.80561,82.8416,6.3335,1.149699,Yes,Yes,Yes,Yes,Yes,Yes,0.623235,"[0.0, 1.0, 0.0, 0.0]",cosine
19,3.0,223.0,5.424728089361961,75.0,6.533411376494552,365.813744,51.2652,8.368552,81.1432,6.046382,1.339542,Yes,Yes,Yes,Yes,Yes,Yes,0.081909,"[0.0, 0.0, 1.0, 0.0]",cosine
19,4.0,223.0,5.424728089361961,75.0,6.533411376494552,350.841552,50.90222,7.931493,87.4448,5.759264,1.319801,Yes,Yes,Yes,Yes,Yes,Yes,0.118491,"[0.0, 0.0, 0.0, 1.0]",cosine
19,5.0,223.0,5.424728089361961,75.0,6.533411376494552,335.869359,50.523408,7.494434,85.7464,5.472146,1.193394,Yes,Yes,Yes,Yes,Yes,Yes,0.627679,"[0.5, 0.5, 0.0, 0.0]",cosine
19,6.0,223.0,5.424728089361961,75.0,6.533411376494552,320.897167,50.127318,9.11606,84.048,5.185028,1.446487,Yes,Yes,Yes,Yes,Yes,Yes,0.395726,"[0.5, 0.0, 0.5, 0.0]",cosine
19,7.0,223.0,5.424728089361961,75.0,6.533411376494552,305.924975,49.712299,8.679001,82.3496,6.250327,1.11308,Yes,Yes,Yes,Yes,Yes,Yes,0.293583,"[0.5, 0.0, 0.0, 0.5]",cosine
19,8.0,223.0,5.424728089361961,75.0,6.533411376494552,361.476533,51.161602,8.241943,80.6512,5.963209,1.302923,Yes,Yes,Yes,Yes,Yes,Yes,0.420501,"[0.0, 0.5, 0.5, 0.0]",cosine
19,9.0,223.0,5.424728089361961,75.0,6.533411376494552,346.504341,50.794174,7.804884,86.9528,5.676091,1.283183,Yes,Yes,Yes,Yes,Yes,Yes,0.403038,"[0.0, 0.5, 0.0, 0.5]",cosine
19,10.0,223.0,5.424728089361961,75.0,6.533411376494552,331.532149,50.410513,7.367825,85.2544,5.388973,1.156776,Yes,Yes,Yes,Yes,Yes,Yes,0.220541,"[0.0, 0.0, 0.5, 0.5]",cosine
20,1.0,255.0,2.233041212405868,75.0,6.467230237681712,355.122818,51.007572,3.628311,82.8752,6.274967,1.152199,Yes,Yes,Yes,Yes,Yes,Yes,0.392639,"[1.0, 0.0, 0.0, 0.0]",cosine
20,2.0,255.0,2.233041212405868,75.0,6.467230237681712,418.645899,52.436937,3.448399,81.1768,5.990757,1.342042,Yes,Yes,Yes,Yes,Yes,Yes,0.544261,"[0.0, 1.0, 0.0, 0.0]",cosine
20,3.0,255.0,2.233041212405868,75.0,6.467230237681712,401.525231,52.074257,3.268488,87.4784,5.706548,1.322302,Yes,Yes,Yes,Yes,Yes,Yes,0.166379,"[0.0, 0.0, 1.0, 0.0]",cosine
20,4.0,255.0,2.233041212405868,75.0,6.467230237681712,384.404563,51.695771,3.088577,85.78,5.422338,1.195895,Yes,Yes,Yes,Yes,Yes,Yes,0.161567,"[0.0, 0.0, 0.0, 1.0]",cosine
20,5.0,255.0,2.233041212405868,75.0,6.467230237681712,367.283895,51.300038,3.756105,84.0816,5.138128,1.448988,Yes,Yes,Yes,Yes,Yes,Yes,0.793648,"[0.5, 0.5, 0.0, 0.0]",cosine
20,6.0,255.0,2.233041212405868,75.0,6.467230237681712,350.163227,50.885411,3.576193,82.3832,6.192636,1.115581,Yes,Yes,Yes,Yes,Yes,Yes,0.333494,"[0.5, 0.0, 0.5, 0.0]",cosine
20,7.0,255.0,2.233041212405868,75.0,6.467230237681712,413.686309,52.333423,3.396282,80.6848,5.908426,1.305424,Yes,Yes,Yes,Yes,Yes,Yes,0.50113,"[0.5, 0.0, 0.0, 0.5]",cosine
20,8.0,255.0,2.233041212405868,75.0,6.467230237681712,396.565641,51.966302,3.216371,86.9864,5.624216,1.285684,Yes,Yes,Yes,Yes,Yes,Yes,0.424387,"[0.0, 0.5, 0.5, 0.0]",cosine
20,9.0,255.0,2.233041212405868,75.0,6.467230237681712,379.444973,51.582976,3.036459,85.288,5.340007,1.159277,Yes,Yes,Yes,Yes,Yes,Yes,0.377654,"[0.0, 0.5, 0.0, 0.5]",cosine
20,10.0,255.0,2.233041212405868,75.0,6.467230237681712,362.324304,51.181949,3.703987,83.5896,5.055797,1.41237,Yes,Yes,Yes,Yes,Yes,Yes,0.235305,"[0.0, 0.0, 0.5, 0.5]",cosine
21,1.0,259.0,23.58552632243448,75.0,3.170677984631741,425.556911,52.579153,36.459811,81.2104,2.939835,1.344543,Yes,Yes,Yes,Yes,Yes,Yes,0.643077,"[1.0, 0.0, 0.0, 0.0]",cosine
21,2.0,259.0,23.58552632243448,75.0,3.170677984631741,408.167683,52.216772,34.559576,87.512,2.800496,1.324803,Yes,Yes,Yes,Yes,Yes,Yes,0.465287,"[0.0, 1.0, 0.0, 0.0]",cosine
21,3.0,259.0,23.58552632243448,75.0,3.170677984631741,390.778455,51.838612,32.659341,85.8136,2.661157,1.198396,Yes,Yes,Yes,Yes,Yes,Yes,0.144181,"[0.0, 0.0, 1.0, 0.0]",cosine
21,4.0,259.0,23.58552632243448,75.0,3.170677984631741,373.389228,51.443236,39.709813,84.1152,2.521818,1.451489,Yes,Yes,Yes,Yes,Yes,Yes,0.204644,"[0.0, 0.0, 0.0, 1.0]",cosine
21,5.0,259.0,23.58552632243448,75.0,3.170677984631741,356.0,51.029,37.809578,82.4168,3.038809,1.118082,Yes,Yes,Yes,Yes,Yes,Yes,0.691269,"[0.5, 0.5, 0.0, 0.0]",cosine
21,6.0,259.0,23.58552632243448,75.0,3.170677984631741,420.519522,52.475723,35.909342,80.7184,2.899471,1.307925,Yes,Yes,Yes,Yes,Yes,Yes,0.494885,"[0.5, 0.0, 0.5, 0.0]",cosine
21,7.0,259.0,23.58552632243448,75.0,3.170677984631741,403.130295,52.108909,34.009107,87.02,2.760132,1.288185,Yes,Yes,Yes,Yes,Yes,Yes,0.485054,"[0.5, 0.0, 0.0, 0.5]",cosine
21,8.0,259.0,23.58552632243448,75.0,3.170677984631741,385.741067,51.725918,32.108872,85.3216,2.620793,1.161778,Yes,Yes,Yes,Yes,Yes,Yes,0.352848,"[0.0, 0.5, 0.5, 0.0]",cosine
21,9.0,259.0,23.58552632243448,75.0,3.170677984631741,368.35184,51.325257,39.159344,83.6232,2.481454,1.414871,Yes,Yes,Yes,Yes,Yes,Yes,0.620618,"[0.0, 0.5, 0.0, 0.5]",cosine
21,10.0,259.0,23.58552632243448,75.0,3.170677984631741,350.962612,50.905217,37.259109,81.9248,2.998445,1.081464,Yes,Yes,Yes,Yes,Yes,Yes,0.103698,"[0.0, 0.0, 0.5, 0.5]",cosine
22,1.0,329.0,12.465500494376505,75.0,4.431111826200693,518.920267,54.302013,18.28541,87.5456,3.917624,1.327304,Yes,Yes,Yes,Yes,Yes,Yes,0.577265,"[1.0, 0.0, 0.0, 0.0]",cosine
22,2.0,329.0,12.465500494376505,75.0,4.431111826200693,496.831248,53.924178,17.281092,85.8472,3.722894,1.200897,Yes,Yes,Yes,Yes,Yes,Yes,0.386314,"[0.0, 1.0, 0.0, 0.0]",cosine
22,3.0,329.0,12.465500494376505,75.0,4.431111826200693,474.74223,53.529157,21.00743,84.1488,3.528164,1.45399,Yes,Yes,Yes,Yes,Yes,Yes,0.121984,"[0.0, 0.0, 1.0, 0.0]",cosine
22,4.0,329.0,12.465500494376505,75.0,4.431111826200693,452.653211,53.115312,20.003112,82.4504,4.250674,1.120583,Yes,Yes,Yes,Yes,Yes,Yes,0.040721,"[0.0, 0.0, 0.0, 1.0]",cosine
22,5.0,329.0,12.465500494376505,75.0,4.431111826200693,534.610442,54.560749,18.998793,80.752,4.055944,1.310426,Yes,Yes,Yes,Yes,Yes,Yes,0.812512,"[0.5, 0.5, 0.0, 0.0]",cosine
22,6.0,329.0,12.465500494376505,75.0,4.431111826200693,512.521423,54.19424,17.994475,87.0536,3.861214,1.290685,Yes,Yes,Yes,Yes,Yes,Yes,0.508078,"[0.5, 0.0, 0.5, 0.0]",cosine
22,7.0,329.0,12.465500494376505,75.0,4.431111826200693,490.432404,53.811583,16.990156,85.3552,3.666484,1.164278,Yes,Yes,Yes,Yes,Yes,Yes,0.468978,"[0.5, 0.0, 0.0, 0.5]",cosine
22,8.0,329.0,12.465500494376505,75.0,4.431111826200693,468.343385,53.411288,20.716495,83.6568,3.471754,1.417372,Yes,Yes,Yes,Yes,Yes,Yes,0.549656,"[0.0, 0.5, 0.5, 0.0]",cosine
22,9.0,329.0,12.465500494376505,75.0,4.431111826200693,446.254366,52.99165,19.712176,81.9584,4.194264,1.083965,Yes,Yes,Yes,Yes,Yes,Yes,0.448864,"[0.0, 0.5, 0.0, 0.5]",cosine
22,10.0,329.0,12.465500494376505,75.0,4.431111826200693,528.211597,54.456159,18.707858,80.26,3.999534,1.273808,Yes,Yes,Yes,Yes,Yes,Yes,0.118462,"[0.0, 0.0, 0.5, 0.5]",cosine
23,1.0,354.0,20.730775487186328,75.0,9.538936969489116,535.054583,54.567962,28.772397,85.8808,8.022637,1.203397,Yes,Yes,Yes,Yes,Yes,Yes,0.511454,"[1.0, 0.0, 0.0, 0.0]",cosine
23,2.0,354.0,20.730775487186328,75.0,9.538936969489116,511.287068,54.173296,34.969492,84.1824,7.603438,1.45649,Yes,Yes,Yes,Yes,Yes,Yes,0.68684,"[0.0, 1.0, 0.0, 0.0]",cosine
23,3.0,354.0,20.730775487186328,75.0,9.538936969489116,487.519552,53.759841,33.299258,82.484,9.158799,1.123083,Yes,Yes,Yes,Yes,Yes,Yes,0.099787,"[0.0, 0.0, 1.0, 0.0]",cosine
23,4.0,354.0,20.730775487186328,75.0,9.538936969489116,575.704536,55.203993,31.629024,80.7856,8.7396,1.312926,Yes,Yes,Yes,Yes,Yes,Yes,0.083797,"[0.0, 0.0, 0.0, 1.0]",cosine
23,5.0,354.0,20.730775487186328,75.0,9.538936969489116,551.93702,54.83779,29.95879,87.0872,8.320401,1.293186,Yes,Yes,Yes,Yes,Yes,Yes,0.710133,"[0.5, 0.5, 0.0, 0.0]",cosine
23,6.0,354.0,20.730775487186328,75.0,9.538936969489116,528.169505,54.455466,28.288556,85.3888,7.901202,1.166779,Yes,Yes,Yes,Yes,Yes,Yes,0.445846,"[0.5, 0.0, 0.5, 0.0]",cosine
23,7.0,354.0,20.730775487186328,75.0,9.538936969489116,504.401989,54.055536,34.485651,83.6904,7.482003,1.419872,Yes,Yes,Yes,Yes,Yes,Yes,0.452902,"[0.5, 0.0, 0.0, 0.5]",cosine
23,8.0,354.0,20.730775487186328,75.0,9.538936969489116,480.634473,53.636298,32.815417,81.992,9.037363,1.086465,Yes,Yes,Yes,Yes,Yes,Yes,0.478117,"[0.0, 0.5, 0.5, 0.0]",cosine
23,9.0,354.0,20.730775487186328,75.0,9.538936969489116,568.819457,55.099489,31.145183,80.2936,8.618164,1.276308,Yes,Yes,Yes,Yes,Yes,Yes,0.423481,"[0.0, 0.5, 0.0, 0.5]",cosine
23,10.0,354.0,20.730775487186328,75.0,9.538936969489116,545.051941,54.728758,29.474949,86.5952,8.198965,1.256568,Yes,Yes,Yes,Yes,Yes,Yes,0.208651,"[0.0, 0.0, 0.5, 0.5]",cosine
24,1.0,206.0,10.616978614046555,75.0,2.462510143021262,297.802252,49.47856,17.926062,84.216,1.964995,1.458991,Yes,Yes,Yes,Yes,Yes,Yes,0.445642,"[1.0, 0.0, 0.0, 0.0]",cosine
24,2.0,206.0,10.616978614046555,75.0,2.462510143021262,283.971438,49.065493,17.070675,82.5176,2.366517,1.125584,Yes,Yes,Yes,Yes,Yes,Yes,0.607866,"[0.0, 1.0, 0.0, 0.0]",cosine
24,3.0,206.0,10.616978614046555,75.0,2.462510143021262,335.288123,50.508363,16.215288,80.8192,2.258299,1.315427,Yes,Yes,Yes,Yes,Yes,Yes,0.077589,"[0.0, 0.0, 1.0, 0.0]",cosine
24,4.0,206.0,10.616978614046555,75.0,2.462510143021262,321.457309,50.142466,15.3599,87.1208,2.150082,1.295687,Yes,Yes,Yes,Yes,Yes,Yes,0.126874,"[0.0, 0.0, 0.0, 1.0]",cosine
24,5.0,206.0,10.616978614046555,75.0,2.462510143021262,307.626495,49.760475,14.504513,85.4224,2.041864,1.16928,Yes,Yes,Yes,Yes,Yes,Yes,0.607754,"[0.5, 0.5, 0.0, 0.0]",cosine
24,6.0,206.0,10.616978614046555,75.0,2.462510143021262,293.795681,49.360908,17.67827,83.724,1.933646,1.422373,Yes,Yes,Yes,Yes,Yes,Yes,0.383614,"[0.5, 0.0, 0.5, 0.0]",cosine
24,7.0,206.0,10.616978614046555,75.0,2.462510143021262,279.964867,48.942071,16.822882,82.0256,2.335168,1.088966,Yes,Yes,Yes,Yes,Yes,Yes,0.290455,"[0.5, 0.0, 0.0, 0.5]",cosine
24,8.0,206.0,10.616978614046555,75.0,2.462510143021262,331.281552,50.403945,15.967495,80.3272,2.22695,1.278809,Yes,Yes,Yes,Yes,Yes,Yes,0.406578,"[0.0, 0.5, 0.5, 0.0]",cosine
24,9.0,206.0,10.616978614046555,75.0,2.462510143021262,317.450738,50.033527,15.112108,86.6288,2.118733,1.259069,Yes,Yes,Yes,Yes,Yes,Yes,0.398098,"[0.0, 0.5, 0.0, 0.5]",cosine
